"WORD_ID";"SPELLING";"PART_OF_SPEECH_01_ID";"PART_OF_SPEECH_02_ID";"PART_OF_SPEECH_03_ID";"PART_OF_SPEECH_04_ID";"PART_OF_SPEECH_05_ID";"PRONUNCIATION"
"01257";"føre";"36";;;;;"fø:re"
"01258";"føre (2)";"26";;;;;"fø:re"
"01259";"fører";"21";;;;;"fø:rer"
"01260";"førerkort";"25";;;;;"fø:rerkårt"
"01261";"førskole";;;;;;
"01262";"førskolelærer";;;;;;
"01263";"først";"07";;;;;"føʃt"
"01264";"første";"06";;;;;"føʃte"
"01265";"førstemann";;;;;;
"01266";"førti";"09";;;;;"førti"
"01267";"førtiende";"06";;;;;"førtiene"
"01268";"få";"08";;;;;"få:"
"01269";"få (2)";"39";;;;;"få:"
"01270";"få tak i";;;;;;
"01271";"få til";"39";;;;;
"01272";"får";"25";;;;;"få:r"
"01273";"fårepølse";"12";"20";;;;"få:repølse"
"01274";"gaffel";"23";;;;;"gafl"
"01275";"gafle";;;;;;
"01276";"gal";"01";;;;;"ga:l"
"01277";"gammel";"08";;;;;"gam:el"
"01278";"gammeldags";;;;;;
"01279";"gang";"20";;;;;"gaŋ"
"01280";"gange";"35";;;;;"gaŋe"
"01281";"ganske";"07";;;;;"ganske"
"01282";"garantere";;;;;;
"01283";"garasje";;;;;;
"01284";"gardermoen";"15";;;;;
"01285";"gardin";"20";"12";"27";;;"gar'di:n"
"01286";"garn";"25";;;;;"ga:rn"
"01287";"gass";"20";;;;;"gas"
"01288";"gasskomfyr";"20";;;;;
"01289";"gassovn";"20";;;;;"gasåvn"
"01290";"gate";"12";"20";;;;"ga:te"
"01291";"gatekjøkken";"27";;;;;
"01292";"gave";"12";"20";;;;"ga:ve"
"01293";"gebyr";"27";;;;;"geby:r"
"01294";"geit";"12";"20";;;;"gæit"
"01295";"generalsekretær";"20";;;;;
"01296";"generasjonsbolig";;;;;;
"01297";"generell";"08";;;;;"ʃenerel"
"01298";"genitiv";"20";;;;;"ge:niti:v"
"01299";"genser";"21";;;;;"genser"
"01300";"gi";"39";;;;;"ji:"
"01301";"gidde";"39";;;;;"gide"
"01302";"gift";"02";;;;;"jift"
"01303";"gift (2)";"12";"20";;;;"jift"
"01304";"gifte";"35";;;;;"jifte"
"01305";"gifte seg";"35";;;;;"jifte sæi"
"01306";"ginseng";"20";;;;;"ginseŋ"
"01307";"gitar";;;;;;
"01308";"gjelde";"39";;;;;"jele"
"01309";"gjemme";"39";;;;;"jeme"
"01310";"gjengjeld";"12";"20";;;;"jenjel"
"01311";"gjennom";"30";;;;;"jenom"
"01312";"gjennomføre";"36";;;;;"jenomfø:re"
"01313";"gjennomgå";"39";;;;;"jenomgå:"
"01314";"gjennomsnitt";"25";;;;;"jenomsnit"
"01315";"gjensidig";"02";;;;;"jen'si:di"
"01316";"gjenskape";;;;;;
"01317";"gjenstå";;;;;;"jenstå:"
"01318";"gjenta";"39";;;;;"jenta"
"01319";"gjerde inn";;;;;;
"01320";"gjerne";"07";;;;;"jæ:rne"
"01321";"gjespe";"35";;;;;"jespe"
"01322";"gjest";"20";;;;;"jest"
"01323";"gjeste";;;;;;
"01324";"gjette";"35";;;;;"jete"
"01325";"gjær";"20";;;;;"jæ:r"
"01326";"gjøre";"39";;;;;"jø:re"
"01327";"gjøre vondt";;;;;;
"01328";"glad";"02";;;;;"gla:"
"01329";"glass";"25";;;;;"glas"
"01330";"glatt";"02";;;;;"glat"
"01331";"glede";"12";"20";;;;"gle:de"
"01332";"glede (2)";"35";"37";;;;"gle:de"
"01333";"glede seg";"35";"37";;;;
"01334";"glemme";"39";;;;;"gleme"
"01335";"gli";"39";;;;;"gli:"
"01336";"glimre";"35";;;;;"glimre"
"01337";"glimt";"23";"25";;;;"glimt"
"01338";"glippe";"39";;;;;"glipe"
"01339";"gløde";"35";"37";;;;"glø:de"
"01340";"gløgg";;;;;;
"01341";"gløtte";;;;;;
"01342";"gni";"39";;;;;"gni:"
"01343";"god";"01";;;;;"go:"
"01344";"godkjenne";"39";;;;;"go:kjene"
"01345";"godkjent";;;;;;
"01346";"gods";"27";;;;;"gods"
"01347";"godta";"39";;;;;"go:ta"
"01348";"golf";"20";;;;;"gålf"
"01349";"golv";"25";;;;;"gålv"
"01350";"grad";"20";;;;;"gra:d"
"01351";"grafisk";;;;;;
"01352";"grand";;;;;;
"01353";"gratis";"03";;;;;"gra:tis"
"01354";"gratulere";"36";;;;;"gratu'le:re"
"01355";"grav";"12";"20";;;;"gra:v"
"01356";"grave";"39";;;;;"gra:ve"
"01357";"gravid";"02";;;;;"gravi:d"
"01358";"graviditet";;;;;;
"01359";"graviditetstest";;;;;;
"01360";"gravstein";"20";;;;;"gra:vstæin"
"01361";"gre";"38";;;;;"gre:"
"01362";"grei";"01";;;;;"græi"
"01363";"greie";"12";"20";;;;"græie"
"01364";"greie (2)";"37";;;;;"græie"
"01365";"grense";;;;;;"grense"
"01366";"grep";;;;;;"gre:p"
"01367";"gresse";;;;;;
"01368";"gressløk";;;;;;
"01369";"grille";;;;;;"grile"
"01370";"grimstad";"15";;;;;
"01371";"grine";"39";;;;;"gri:ne"
"01372";"gripe";"39";;;;;"gri:pe"
"01373";"gripe inn";"39";;;;;"gri:pe in"
"01374";"gris";;;;;;
"01375";"grise";;;;;;
"01376";"grisk";;;;;;
"01377";"gro";"38";;;;;"gro:"
"01378";"grov";;;;;;"grå:v"
"01379";"grovbrød";"25";;;;;"grå:vbrø:"
"01380";"gruble";;;;;;"gruble"
"01381";"grue";;;;;;"gru:e"
"01382";"grue seg";;;;;;
"01383";"grundig";;;;;;"grundi"
"01384";"grunn";;;;;;"grun"
"01385";"grunne";;;;;;"grune"
"01386";"grunnlag";;;;;;"grunla:g"
"01387";"grunnleggende";;;;;;"grunlegene"
"01388";"grunnlov";;;;;;
"01389";"grunnskole";;;;;;
"01390";"gruppe";;;;;;"grup:e"
"01391";"grusom";;;;;;"gru:som"
"01392";"gruve";;;;;;
"01393";"grønn";"08";;;;;"grøn"
"01394";"grønnsak";"12";"20";;;;"grønsa:k"
"01395";"grønnsakdisk";;;;;;
"01396";"grøt";;;;;;"grø:t"
"01397";"grå";;;;;;
"01398";"gråte";"39";;;;;"grå:te"
"01399";"gud";"20";;;;;"gu:d"
"01400";"gudstjeneste";;;;;;
"01401";"gul";"01";;;;;"gu:l"
"01402";"gull";"25";;;;;"gul"
"01403";"gulrot";;;;;;
"01404";"gulv";;;;;;"gulv"
"01405";"gummistøvel";;;;;;
"01406";"gunstig";"02";;;;;"gunsti"
"01407";"guru";;;;;;
"01408";"gutt";"20";;;;;"gut"
"01409";"gyldig";"02";;;;;"jyldi"
"01410";"gym";"23";;;;;"gym"
"01411";"gymnastikk";"20";;;;;"gymnastik"
"01412";"gymsal";"20";;;;;"gymsa:l"
"01413";"gynge";;;;;;
"01414";"gyse";"39";;;;;"jy:se"
"01415";"gyte";"39";;;;;"jy:te"
"01416";"gyve";"39";;;;;"jy:ve"
"01417";"gøy";"34";;;;;"gøy"
"01418";"gøy (2)";"02";;;;;"gøy"
"01419";"gå";"39";;;;;"gå:"
"01420";"gå inn";"39";;;;;"gå: in"
"01421";"gå konkurs";;;;;;
"01422";"gå ned";"39";;;;;"gå: ne:(d)"
"01423";"gå tilbake";"39";;;;;"gå: til'ba:ke"
"01424";"gå ut";"39";;;;;"gå: u:t"
"01425";"gå ut over";;;;;;
"01426";"gå ut på";;;;;;
"01427";"gående";;;;;;
"01428";"går";"33";;;;;"gå:r"
"01429";"gård";"20";;;;;"gå:r"
"01430";"gårsdag";"20";;;;;
"01431";"ha";"39";;;;;"ha:"
"01432";"hage";"20";;;;;"ha:ge"
"01433";"hagle";"35";;;;;"hagle"
"01434";"hagle (2)";"12";"20";;;;"hagle"
"01435";"haike";;;;;;
"01436";"hakke";;;;;;
"01437";"hale";;;;;;
"01438";"hals";"20";;;;;"hals"
"01439";"halsbetennelse";;;;;;
"01440";"halv";"01";;;;;"hal"
"01441";"halvannen";"09";;;;;"hala:an"
"01442";"halvdel";"20";;;;;"halde:l"
"01443";"halvpart";"20";;;;;"halpart"
"01444";"halvøy";"12";"20";;;;"haløy"
"01445";"halvår";"25";;;;;"halå:r"
"01446";"ham";"31";;;;;"ham"
"01447";"hamle opp";;;;;;
"01448";"hammer";"22";;;;;"hamer"
"01449";"hamre";;;;;;
"01450";"han";"31";;;;;"han"
"01451";"handel";"23";;;;;"handl"
"01452";"handelsmann";;;;;;
"01453";"handle";"35";;;;;"handle"
"01454";"handle om";;;;;;
"01455";"handleliste";;;;;;
"01456";"handlevogn";;;;;;
"01457";"handling";"12";"20";;;;"handliŋ"
"01458";"hans";"09";;;;;"hans"
"01459";"hanske";"20";;;;;"hanske"
"01460";"har";;;;;;
"01461";"hard";"01";;;;;"ha:r"
"01462";"harry";"03";;;;;"hari"
"01463";"hastig";"02";;;;;"hasti"
"01464";"hat";"25";;;;;"ha:t"
"01465";"hate";;;;;;
"01466";"hatt";"20";;;;;"hat"
"01467";"haugesund";"15";;;;;
"01468";"hav";;;;;;"ha:v"
"01469";"havn";;;;;;"havn"
"01470";"havne";"35";;;;;"havne"
"01471";"heis";"20";;;;;"hæis"
"01472";"heit";"01";;;;;"hæit"
"01473";"hekseskudd";;;;;;
"01474";"hel";"01";;;;;"he:l"
"01475";"heldig";;;;;;"heldi"
"01476";"heldigvis";"07";;;;;"heldivi:s"
"01477";"helg";"12";"20";;;;"helg"
"01478";"helgen";;;;;;
"01479";"helikopter";"29";;;;;
"01480";"hellas";"15";;;;;
"01481";"helle";"39";;;;;"hele"
"01482";"heller";;;;;;"hel(e)r"
"01483";"helligdag";;;;;;
"01484";"helse";"12";"20";;;;"helse"
"01485";"helsefagarbeider";;;;;;
"01486";"helsekontroll";;;;;;
"01487";"helsestasjon";;;;;;
"01488";"helsesøster";;;;;;
"01489";"helsetning";"12";"20";;;;"he:lsetniŋ"
"01490";"helst";;;;;;"helst"
"01491";"helt";;;;;;"he:lt"
"01492";"heltid";"33";;;;;"he:lti(d)"
"01493";"hemmelig";;;;;;"hemeli"
"01494";"hen";;;;;;"hen"
"01495";"hende";"36";;;;;"hene"
"01496";"hendelse";"20";;;;;"henelse"
"01497";"henge";"39";;;;;"heŋe"
"01498";"henholdsvis";"07";;;;;"henhålsvi:s"
"01499";"henne";"30";;;;;"hene"
"01500";"henne (2)";"31";;;;;"hene"
"01501";"hennes";"09";;;;;"henes"
"01502";"hensikt";;;;;;"hensikt"
"01503";"hensyn";;;;;;"hensy:n"
"01504";"hente";"35";;;;;"hente"
"01505";"henvende";"36";;;;;"henvene"
"01506";"henvende seg";;;;;;
"01507";"henvendelse";"20";;;;;"henvenelse"
"01508";"henvise";;;;;;
"01509";"her";;;;;;"hæ:r"
"01510";"heretter";;;;;;"hæreter"
"01511";"herje";;;;;;
"01512";"herlig";;;;;;"hæ:rli"
"01513";"herre";"20";;;;;"hære"
"01514";"herreavdeling";;;;;;
"01515";"herredsrett";;;;;;
"01516";"herse med";;;;;;
"01517";"herske";;;;;;"hæʃke"
"01518";"herved";;;;;;"hærve:"
"01519";"hest";;;;;;"hest"
"01520";"hestekraft";"13";"23";;;;"hestekraft"
"01521";"het";"01";;;;;"he:t"
"01522";"hete";"39";;;;;"he:te"
"01523";"hevde";;;;;;"hevde"
"01524";"heve";;;;;;"he:ve"
"01525";"hilse";;;;;;"hilse"
"01526";"hilsen";;;;;;"hilsen"
"01527";"himmel";;;;;;"himl"
"01528";"hindre";;;;;;"hindre"
"01529";"hindu";;;;;;
"01530";"hinte";;;;;;
"01531";"historie";;;;;;"hi'sto:rie"
"01532";"historieskriver";;;;;;
"01533";"historiker";;;;;;
"01534";"historisk";;;;;;"hi'sto:risk"
"01535";"hit";;;;;;"hi:t"
"01536";"hittil";;;;;;"hi(:)til"
"01537";"hive";"39";;;;;"hi:ve"
"01538";"hjelm";;;;;;
"01539";"hjelp";;;;;;"jelp"
"01540";"hjelpe";"39";;;;;"jelpe"
"01541";"hjelpepleier";;;;;;
"01542";"hjelper";;;;;;
"01543";"hjelpsom";"08";;;;;"jelpsom"
"01544";"hjem";;;;;;"jem"
"01545";"hjem (2)";;;;;;"jem"
"01546";"hjemland";"25";;;;;"jemlan"
"01547";"hjemlig";;;;;;
"01548";"hjemløs";;;;;;
"01549";"hjemme";;;;;;"jeme"
"01550";"hjemmebane";;;;;;
"01551";"hjemmefra";;;;;;
"01552";"hjemmekoselig";;;;;;
"01553";"hjemmelaget";;;;;;
"01554";"hjemmeværende";;;;;;
"01555";"hjemsted";;;;;;"jemste:d"
"01556";"hjerne";;;;;;"jæ:rne"
"01557";"hjerte";;;;;;"jærte"
"01558";"hjul";;;;;;"ju:l"
"01559";"hjørne";;;;;;"jø:rne"
"01560";"hobby";"20";;;;;"håbi"
"01561";"hode";;;;;;"ho:de"
"01562";"hodepine";;;;;;"ho:depi:ne"
"01563";"hodepinetablett";;;;;;
"01564";"hogge";"39";;;;;"håge"
"01565";"hoie";;;;;;
"01566";"hold";;;;;;"hål"
"01567";"holde";"39";;;;;"håle"
"01568";"holde av";;;;;;"håle a:(v)"
"01569";"holde opp";;;;;;"håle åp"
"01570";"holde på";"39";;;;;"håle på:"
"01571";"holde på med noe";;;;;;
"01572";"holde til";;;;;;"håle til"
"01573";"holdning";;;;;;
"01574";"honning";;;;;;"håniŋ"
"01575";"hoppe";;;;;;
"01576";"hordaland";"15";;;;;
"01577";"horisontal";;;;;;
"01578";"horn";"25";;;;;"horn"
"01579";"hos";;;;;;"hos"
"01580";"hoste";;;;;;"hoste"
"01581";"hotell";;;;;;"ho'tel"
"01582";"hoved";;;;;;"ho:ved"
"01583";"hovedrett";"20";;;;;"ho:vedret"
"01584";"hovedrolle";;;;;;
"01585";"hovedsakelig";;;;;;
"01586";"hovedsal";;;;;;
"01587";"hovedside";;;;;;
"01588";"hovedstad";"23";;;;;"ho:vedsta:d"
"01589";"hud";;;;;;"hu:d"
"01590";"hugge";"39";;;;;"huge"
"01591";"hull";;;;;;"hul"
"01592";"hulle";;;;;;
"01593";"humanetiker";;;;;;
"01594";"humanisme";;;;;;
"01595";"humanistisk";;;;;;
"01596";"hummer";;;;;;"humer"
"01597";"humoristisk";;;;;;
"01598";"humør";;;;;;"humø:r"
"01599";"hun";"31";;;;;"hun"
"01600";"hund";"20";;;;;"hun"
"01601";"hundre";;;;;;"hundre"
"01602";"hundrelapp";"20";;;;;"hundrelap"
"01603";"hurtig";;;;;;"hurti"
"01604";"hus";"25";;;;;"hu:s"
"01605";"husarbeid";;;;;;
"01606";"huse";;;;;;
"01607";"huske";"35";;;;;"huske"
"01608";"huske (2)";"12";"20";;;;"huske"
"01609";"husleie";;;;;;
"01610";"husmor";"13";"23";;;;"hu:smo:r"
"01611";"hva";;;;;;"va:"
"01612";"hval";;;;;;
"01613";"hvalfanger";;;;;;
"01614";"hvelve";;;;;;
"01615";"hvem";;;;;;"vem"
"01616";"hver";;;;;;"væ:r"
"01617";"hver for seg";;;;;;
"01618";"hverandre";;;;;;"vær'andre"
"01619";"hverdag";;;;;;"værda:g"
"01620";"hverken";"17";;;;;"værken"
"01621";"hvete";;;;;;"ve:te"
"01622";"hvetemel";;;;;;
"01623";"hvile";;;;;;"vi:le"
"01624";"hvilke";;;;;;"vilke"
"01625";"hvilken";;;;;;"vilken"
"01626";"hvilket";;;;;;"vilket"
"01627";"hvis";;;;;;"vis"
"01628";"hviske";;;;;;"viske"
"01629";"hvit";;;;;;"vi:t"
"01630";"hvor";;;;;;"vor"
"01631";"hvordan";;;;;;"vordan"
"01632";"hvorfor";;;;;;"vorfor"
"01633";"hvorledes";;;;;;"vorle:des"
"01634";"hvorvidt";;;;;;"subj"
"01635";"hybel";"23";;;;;"hy:bel"
"01636";"hygge";;;;;;"hyge"
"01637";"hygge seg";;;;;;
"01638";"hyggelig";"02";;;;;"hygeli"
"01639";"hylle";"12";"20";;;;"hyle"
"01640";"hylle (2)";"35";;;;;"hyle"
"01641";"hyppig";;;;;;"hyp:i"
"01642";"hytte";"12";"20";;;;"hyte"
"01643";"hyttetur";;;;;;
"01644";"hæl";;;;;;"he:l"
"01645";"hær";;;;;;"hæ:r"
"01646";"høflig";;;;;;"høfli"
"01647";"høgtid";"12";"20";;;;"høyti:(d)"
"01648";"høne";;;;;;"hø:ne"
"01649";"høre";"36";;;;;"hø:re"
"01650";"høre med";"36";;;;;"hø:re me:"
"01651";"høre til";"36";;;;;"hø:re 'til"
"01652";"hørsel";;;;;;
"01653";"høst";;;;;;"høst"
"01654";"høste";"35";;;;;"høste"
"01655";"høstmørk";;;;;;
"01656";"høy";;;;;;"høy"
"01657";"høyde";;;;;;"høyde"
"01658";"høyesterett";;;;;;
"01659";"høyre";;;;;;"høyre"
"01660";"høyskole";;;;;;
"01661";"høyst";"07";;;;;"høyst"
"01662";"høytid";"12";"20";;;;"høyti:(d)"
"01663";"hånd";;;;;;"hån"
"01664";"håndball";"20";;;;;"hånbal"
"01665";"håndhilse";;;;;;
"01666";"håndkle";;;;;;"håŋkle:"
"01667";"håndverk";"25";;;;;"hån(t)værk"
"01668";"håp";;;;;;"hå:p"
"01669";"håpe";;;;;;"hå:pe"
"01670";"hår";;;;;;"hå:r"
"01671";"i";;;;;;"i(:)"
"01672";"i alle fall";"07";;;;;"i(:) ale fal"
"01673";"i dag";;;;;;
"01674";"i kveld";;;;;;
"01675";"i løpet av";;;;;;
"01676";"i nærheten";;;;;;
"01677";"i nærheten av";;;;;;
"01678";"i orden";;;;;;
"01679";"i perioder";;;;;;
"01680";"i praksis";;;;;;
"01681";"i stedet";;;;;;
"01682";"i tillegg";;;;;;"i: tileg"
"01683";"i timevis";;;;;;
"01684";"iaktta";;;;;;"iakta:"
"01685";"iallfall";;;;;;"i'alfal"
"01686";"iblant";;;;;;"i'blant"
"01687";"idé";;;;;;"i'de:"
"01688";"identifisere";;;;;;
"01689";"idet";;;;;;"i'de:"
"01690";"idrett";;;;;;"idret"
"01691";"idrettsstjerne";;;;;;
"01692";"idyllisk";;;;;;
"01693";"ifra";"30";;;;;"i'fra:"
"01694";"ifra (2)";"07";;;;;"i'fra:"
"01695";"ifra (3)";"17";;;;;"i'fra:"
"01696";"ifølge";;;;;;"i'følge"
"01697";"igjen";;;;;;"i'jen"
"01698";"igjennom";;;;;;"i'jenom"
"01699";"ignorere";"36";;;;;"igno're:re"
"01700";"ihjel";;;;;;"i'je:l"
"01701";"ikke";;;;;;"ike"
"01702";"ikt";;;;;;
"01703";"ild";;;;;;"il"
"01704";"ille";"07";;;;;"il:e"
"01705";"illustrere";;;;;;
"01706";"imellom";;;;;;"i'melom"
"01707";"imens";;;;;;"i'mens"
"01708";"imidlertid";;;;;;"i'midlerti:d"
"01709";"imot";"30";;;;;"i'mo:t"
"01710";"imot (2)";"07";;;;;"i'mo:t"
"01711";"imperativ";"20";;;;;"im'pærati:v"
"01712";"imponere";;;;;;"impo'ne:re"
"01713";"India";;;;;;"geo"
"01714";"indirekte";"03";;;;;"indirekte"
"01715";"indre";;;;;;"indre"
"01716";"industri";;;;;;"indu'stri:"
"01717";"infinitiv";"20";;;;;"infiniti:v"
"01718";"influensa";;;;;;
"01719";"informasjon";;;;;;"infårma'sjo:n"
"01720";"informere";"36";;;;;"infår'me:re"
"01721";"ingen";;;;;;"iŋen"
"01722";"ingeniør";;;;;;"insje'njø:r"
"01723";"ingenting";;;;;;"iŋentiŋ"
"01724";"initiativ";;;;;;
"01725";"inkludere";"36";;;;;"iŋklu'de:re"
"01726";"inkluderende";;;;;;
"01727";"inn";;;;;;"in"
"01728";"innbygger";;;;;;"inbyger"
"01729";"inne";;;;;;"ine"
"01730";"innehaver";;;;;;"ineha:ver"
"01731";"inneholde";;;;;;"inehåle"
"01732";"innen";;;;;;"inen"
"01733";"innen (2)";;;;;;"inen"
"01734";"innendørs";;;;;;
"01735";"innenfor";;;;;;"inenfår"
"01736";"innenriks";"03";;;;;"inenriks"
"01737";"innerst";;;;;;"inerst"
"01738";"innflytelse";;;;;;"infly:tlse"
"01739";"innflytningsfest";;;;;;
"01740";"innføre";;;;;;"infø:re"
"01741";"inngang";"20";;;;;"ingaŋ"
"01742";"inngå";"39";;;;;"ingå"
"01743";"innhold";;;;;;"inhål"
"01744";"innimellom";;;;;;
"01745";"innkalle";;;;;;
"01746";"innkallelse";"20";;;;;"inkalelse"
"01747";"innkalling";"12";"20";;;;"inkaliŋ"
"01748";"innkjøp";;;;;;"inkjø:p"
"01749";"innland";"25";;;;;"inlan"
"01750";"innlandsklima";;;;;;
"01751";"innlede";;;;;;
"01752";"innlegg";;;;;;
"01753";"innlevering";"12";"20";;;;"inleve:riŋ"
"01754";"innmelding";"12";"20";;;;"inmeliŋ"
"01755";"innom";"30";;;;;"inom"
"01756";"innrede";;;;;;
"01757";"innrømme";;;;;;"inrøme"
"01758";"innsats";;;;;;"insats"
"01759";"innsjø";"20";;;;;"inʃø"
"01760";"innstille";"39";;;;;"instile"
"01761";"innstilling";;;;;;"instiliŋ"
"01762";"innstruks";"20";;;;;"in'struks"
"01763";"inntekt";;;;;;"intekt"
"01764";"inntil";;;;;;"intil"
"01765";"inntil (2)";;;;;;"intil"
"01766";"inntrykk";;;;;;"intryk"
"01767";"innvandrer";;;;;;"invandrer"
"01768";"innversjon";;;;;;"invæ(r)'ʃo:n"
"01769";"inspektør";;;;;;
"01770";"institutt";;;;;;"insti'tut"
"01771";"instruere";"36";;;;;"instru'e:re"
"01772";"instrument";"27";;;;;"instru'ment"
"01773";"interaktiv";;;;;;
"01774";"interessant";;;;;;"intre'saŋ"
"01775";"interesse";;;;;;"inte'rese"
"01776";"interessere";"36";;;;;"intre'se:re"
"01777";"interessert";;;;;;
"01778";"internasjonal";"01";;;;;"internasjona:l"
"01779";"internat";"27";;;;;"inter'na:t"
"01780";"internatskole";"20";;;;;"inter'na:tsko:le"
"01781";"internett";"25";;;;;
"01782";"intervju";;;;;;
"01783";"intervjue";;;;;;
"01784";"intet";;;;;;
"01785";"introduksjonsprogram";;;;;;
"01786";"inversjon";;;;;;
"01787";"investering";;;;;;
"01788";"investor";;;;;;
"01789";"invitere";;;;;;"invi'te:re"
"01790";"involvere";;;;;;
"01791";"Irak";;;;;;
"01792";"irritere";;;;;;
"01793";"irritert";;;;;;
"01794";"is";"23";;;;;"i:s"
"01795";"isbjørn";;;;;;
"01796";"iset";"02";;;;;"i:set"
"01797";"isete";"03";;;;;"i:sete"
"01798";"ishockey";"20";;;;;"i:shåki"
"01799";"isjias";;;;;;
"01800";"Island";;;;;;
"01801";"isolere";"36";;;;;"iso'le:re"
"01802";"Israel";;;;;;
"01803";"istad";;;;;;"i'sta(:)"
"01804";"især";;;;;;"i'sæ:r"
"01805";"IT";;;;;;
"01806";"italia";"15";;;;;
"01807";"italiensk";;;;;;
"01808";"ivrig";;;;;;"i(:)vri"
"01809";"ja";;;;;;"ja(:)"
"01810";"jage";;;;;;
"01811";"jakke";"12";"20";;;;"jake"
"01812";"jakt";;;;;;"jakt"
"01813";"jakte";;;;;;
"01814";"jakte på";;;;;;
"01815";"jammen";;;;;;
"01816";"januar";;;;;;"janu'a:r"
"01817";"Japan";;;;;;"ja:pan"
"01818";"japaner";;;;;;"ja'pa:ner"
"01819";"japansk";"02";;;;;"ja:pansk"
"01820";"japansk (2)";"20";;;;;"ja:pansk"
"01821";"jeg";;;;;;"jæi"
"01822";"jekk";;;;;;
"01823";"jente";"12";"20";;;;"jente"
"01824";"jern";;;;;;"jæ:rn"
"01825";"jernbane";"20";;;;;"jæ:rnba:ne"
"01826";"jernbanelinje";;;;;;
"01827";"jernbanestasjon";;;;;;
"01828";"jevn";;;;;;"jevn"
"01829";"jevnaldrende";;;;;;"jevnaldrene"
"01830";"jevnlig";;;;;;"jevnli"
"01831";"jo";"16";;;;;"jo:"
"01832";"jo (2)";"17";;;;;"jo:"
"01833";"jobb";"20";;;;;"jåb"
"01834";"jobbe";;;;;;"jåbe"
"01835";"jobbintervju";;;;;;
"01836";"jobbsøkerkurs";;;;;;
"01837";"jobbsøking";;;;;;
"01838";"jogge";;;;;;"jåge"
"01839";"joggetur";;;;;;
"01840";"joik";"20";;;;;"jåik"
"01841";"jord";;;;;;"jo:r"
"01842";"jordbruk";;;;;;"jo:rbru:k"
"01843";"jordmor";;;;;;
"01844";"journalist";;;;;;
"01845";"jr";;;;;;
"01846";"jubilant";;;;;;
"01847";"jugoslavia";"15";;;;;
"01848";"jul";;;;;;"ju:l"
"01849";"julaften";"20";;;;;"ju:laften"
"01850";"julegave";;;;;;
"01851";"julekake";;;;;;
"01852";"julenisse";;;;;;
"01853";"julestemning";;;;;;
"01854";"juli";;;;;;"ju:li"
"01855";"juni";;;;;;"ju:ni"
"01856";"jus";;;;;;"jus"
"01857";"jus (2)";"20";;;;;"ju:s"
"01858";"juss";;;;;;"jus"
"01859";"justisdepartementet";;;;;;
"01860";"jævlig";"02";;;;;"jæ:vli"
"01861";"jøde";;;;;;
"01862";"jøss";"16";;;;;"jøs"
"01863";"jøsses";"16";;;;;"jøses"
"01864";"kabaret";;;;;;
"01865";"kafé";;;;;;
"01866";"kaffe";"20";;;;;"kafe"
"01867";"kaffetrakter";;;;;;
"01868";"kai";;;;;;"kai"
"01869";"kakao";"20";;;;;"ka'ka:o"
"01870";"kake";"12";"20";;;;"ka:ke"
"01871";"kald";"01";;;;;"kal"
"01872";"kalkun";;;;;;
"01873";"kalle";"39";;;;;"kale"
"01874";"kalles";;;;;;
"01875";"kalv";"20";;;;;"kalv"
"01876";"kam";"20";;;;;"kam"
"01877";"kamera";"29";;;;;"ka:mera"
"01878";"kamerat";"20";;;;;"kame'ra:t"
"01879";"kamp";"20";;;;;"kamp"
"01880";"kan";;;;;;
"01881";"kanal";;;;;;
"01882";"kandidat";"20";;;;;
"01883";"kanin";"20";;;;;"ka'ni:n"
"01884";"kanne";"12";"20";;;;"kane"
"01885";"kanskje";"07";;;;;"kanʃe"
"01886";"kantine";"12";"20";;;;"kan'ti:ne"
"01887";"kaos";"27";;;;;"ka:os"
"01888";"kapasitet";"20";;;;;"kapasi'te:t"
"01889";"kapital";;;;;;"kapi'ta:l"
"01890";"kappe";;;;;;"kape"
"01891";"kappkjøre";"36";;;;;"kapçø:re"
"01892";"kaptein";"20";;;;;"kap'tein"
"01893";"karakter";;;;;;"karak'te:r"
"01894";"karakterisere";;;;;;"karakteri'se:re"
"01895";"karakteristisk";"02";;;;;"karakte'ristisk"
"01896";"karate";;;;;;
"01897";"karriere";"20";;;;;"karri'æ:re"
"01898";"kart";;;;;;"kart"
"01899";"kartong";;;;;;"kar'tåŋ"
"01900";"kasse";"12";"20";;;;"kase"
"01901";"kastanje";;;;;;"ka'stanje"
"01902";"kaste";;;;;;"kaste"
"01903";"kaste opp";;;;;;"kaste åp"
"01904";"katolikk";;;;;;
"01905";"katt";"20";;;;;"kat"
"01906";"keeper";;;;;;"ki:per"
"01907";"kelner";"21";;;;;"kelner"
"01908";"kikke";"35";;;;;"çike"
"01909";"kilde";;;;;;"çilde"
"01910";"kildesortering";;;;;;
"01911";"kilo";;;;;;"çi:lo"
"01912";"kilometer";;;;;;"çilome:ter"
"01913";"kina";"15";;;;;"çi:na"
"01914";"kink";;;;;;
"01915";"kinn";;;;;;"çin"
"01916";"kino";;;;;;"çi:no"
"01917";"kiosk";;;;;;"çåsk"
"01918";"kirke";;;;;;"çirke"
"01919";"kives";"39";;;;;"çi:ves"
"01920";"kjede";;;;;;"çe:de"
"01921";"kjede (2)";;;;;;"çe:de"
"01922";"kjedelig";;;;;;"çe:deli"
"01923";"kjefte";;;;;;"çefte"
"01924";"kjekk";"08";;;;;"çek"
"01925";"kjeks";;;;;;"çeks"
