"DEFINITION_ID";"WORD_ID";"DEFINITION";"EXAMPLE_SENTENCE_01_ID";"EXAMPLE_SENTENCE_02_ID";"EXAMPLE_SENTENCE_03_ID";"EXAMPLE_SENTENCE_04_ID";"EXAMPLE_SENTENCE_05_ID";"EXAMPLE_SENTENCE_06_ID";"EXAMPLE_SENTENCE_07_ID";"EXAMPLE_SENTENCE_08_ID";"EXAMPLE_SENTENCE_09_ID";"EXAMPLE_SENTENCE_10_ID";"EXAMPLE_SENTENCE_11_ID";"EXAMPLE_SENTENCE_12_ID";"EXAMPLE_SENTENCE_13_ID";"EXAMPLE_SENTENCE_14_ID";"EXAMPLE_SENTENCE_15_ID";"EXAMPLE_SENTENCE_16_ID";"EXAMPLE_SENTENCE_17_ID";"EXAMPLE_SENTENCE_18_ID";"EXAMPLE_SENTENCE_19_ID";"EXAMPLE_SENTENCE_20_ID";"EXAMPLE_SENTENCE_21_ID";"EXAMPLE_SENTENCE_22_ID";"EXAMPLE_SENTENCE_23_ID";"EXAMPLE_SENTENCE_24_ID";"EXAMPLE_SENTENCE_25_ID";"EXAMPLE_SENTENCE_26_ID";"EXAMPLE_SENTENCE_27_ID";"EXAMPLE_SENTENCE_28_ID";"EXAMPLE_SENTENCE_29_ID";"EXAMPLE_SENTENCE_30_ID"
"02803";"02406A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02804";"02407A";"（ペンキで）塗る、描く";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02805";"02408A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02806";"02409A";"（一般的に）人";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02807";"02410A";"月曜日";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02808";"02411A";"多数の、たくさんの";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02809";"02412A";"ふそく　Jern~鉄分不足";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02810";"02413A";"たりない、欠けている";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02811";"02414A";"①成人の男性";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02812";"02414B";"②夫";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02813";"02414C";"③～の人";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02814";"02415A";"乗員";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02815";"02416A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02816";"02417A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02817";"02418A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02818";"02419A";"マーガリン";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02819";"02420A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02820";"02421A";"ミミズ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02821";"02422A";"市場";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02822";"02423A";"印をつける、示す";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02823";"02424A";"３月";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02824";"02425A";"火星";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02825";"02426A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02826";"02427A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02827";"02428A";"①面倒";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02828";"02428B";"②口うるさく言うこと";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02829";"02429A";"口やかましく言う、口うるさく言う";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02830";"02430A";"①質量";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02831";"02430B";"②かたまり";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02832";"02430C";"③たくさん";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02833";"02430D";"④大衆";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02834";"02431A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02835";"02432A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02836";"02433A";"①食物";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02837";"02433B";"②食事";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02838";"02434A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02839";"02435A";"①食物を与える・食べさせる、餌をやる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02840";"02435B";"②（原料やデータなどを）送り込む、くべる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02841";"02436A";"数学";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02842";"02437A";"①原料、材料";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02843";"02437B";"②資料、データ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02844";"02437C";"③人材";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02845";"02438A";"①原料、材料";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02846";"02438B";"②資料、データ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02847";"02438C";"③人材";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02848";"02439A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02849";"02440A";"料理をすること";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02850";"02441A";"（学校・仕事・お出かけに持って行く）お弁当";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02851";"02442A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02852";"02443A";"マット";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02853";"02444A";"（matematikkの略として）数学";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02854";"02445A";"①～と一緒に";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02855";"02445B";"②（方法）～で、～して";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02856";"02445C";"③～を含めて";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02857";"02445D";"④～と同じ方向に・意見で";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02858";"02445E";"⑤（所持・所有を表わして）～のある、～を受けている";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02859";"02445F";"⑥（道具・手段を表わして）～で";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02860";"02445G";"⑧～について、に関して";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02861";"02445H";"⑨（接触・交際・結合などを表わして）～と";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02862";"02446A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02863";"02447A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02864";"02448A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02865";"02449A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02866";"02450A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02867";"02451A";"①医学";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02868";"02451B";"②薬、医薬";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02869";"02452A";"①手段，媒体，機関";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02870";"02452B";"②媒介物，媒質";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02871";"02452C";"③霊媒";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02872";"02453A";"（サイズや大きさなどが）中";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02873";"02454A";"メンバー";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02874";"02455A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02875";"02456A";"jegの目的形";"00002";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02876";"02457A";"非常に、とても";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02877";"02458A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02878";"02459A";"修理工";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02879";"02460A";"修理する、いじくり回す";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02880";"02461A";"①勢力のある、有力な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02881";"02461B";"②能力のある";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02882";"02461C";"③壮大な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02883";"02461D";"④食べでのある";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02884";"02461E";"⑤（副詞として）とても";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02885";"02462A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02886";"02463A";"①通報する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02887";"02463B";"②届け出る";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02888";"02463C";"③報告する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02889";"02464A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02890";"02465A";"①（携帯電話の）メール";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02891";"02466A";"「Melding]の定形";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02892";"02467A";"牛乳、乳";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02893";"02468A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02894";"02469A";"～の間に・で";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02895";"02470A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02896";"02471A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02897";"02472A";"しかし、けれども";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02898";"02473A";"～という意見、～という考え、意見を主張する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02899";"02474A";"量";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02900";"02475A";"①意図、意義、意味";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02901";"02475B";"②意見、見方";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02902";"02476A";"人間";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02903";"02477A";"生理";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02904";"02478A";"①献立表、メニュー";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02905";"02478B";"②コンピューターのメニュー";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02906";"02479A";"もっと、さらに";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02907";"02480A";"①気付く";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02908";"02480B";"②マークをつける";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02909";"02481A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02910";"02482A";"コメント、異議、脚注";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02911";"02483A";"最も";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02912";"02484A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02913";"02485A";"メートル";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02914";"02486A";"腹いっぱいの、満足した";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02915";"02487A";"①正午";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02916";"02487B";"②ディナー、夕ご飯";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02917";"02488A";"①手段、処置、方法";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02918";"02488B";"②財源、金";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02919";"02489A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02920";"02490A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02921";"02491A";"一時の、暫定的な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02922";"02492A";"深夜、２４時";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02923";"02493A";"白夜、白夜の時期の太陽";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02924";"02494A";"真ん中、中心部　②半ば";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02925";"02495A";"①真ん中に、中心に";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02926";"02495B";"②～中に";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02927";"02496A";"ノルウェー中部 (Midt-Norge)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02928";"02497A";"中東地方 (Midtøsten)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02929";"02498A";"①10キロ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02930";"02498B";"②マイル";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02931";"02499A";"①優しい、温厚な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02932";"02499B";"②刺激性の弱い、やさしい、軽い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02933";"02499C";"③ゆるい、穏やかな";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02934";"02499D";"④（天候などが）温暖な、穏やかな";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02935";"02500A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02936";"02501A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02937";"02502A";"環境";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02938";"02503A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02939";"02504A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02940";"02505A";"１０００００００００、１０億";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02941";"02506A";"１００００００、１００万";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02942";"02507A";"（jegの所有格）私の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02943";"02508A";"minutt(er)の略";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02944";"02509A";"litenの比較級";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02945";"02510A";"ATM";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02946";"02511A";"大臣";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02947";"02512A";"①記憶、記憶力";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02948";"02512B";"②思い出";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02949";"02512C";"③記念";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02950";"02513A";"思い出させる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02951";"02514A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02952";"02515A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02953";"02516A";"引く";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02954";"02517A";"（時間）～分、６０秒";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02955";"02518A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02956";"02519A";"容疑";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02957";"02520A";"失う、なくす";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02958";"02521A";"疑う";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02959";"02522A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02960";"02523A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02961";"02524A";"minの中性形";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02962";"02525A";"（特に長時間にわたり）いじめる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02963";"02526A";"携帯電話 （mobiltelefonの略語）";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02964";"02527A";"可動性の、機動性のある";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02965";"02528A";"携帯電話";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02966";"02529A";"現代的な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02967";"02530A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02968";"02531A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02969";"02532A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02970";"02533A";"原動機が付いた自転車、モペッド";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02971";"02534A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02972";"02535A";"母親、母";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02973";"02536A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02974";"02537A";"殺人";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02975";"02538A";"母の父、母方の祖父";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02976";"02539A";"①朝";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02977";"02539B";"②（i～）翌日";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02978";"02540A";"①（i～）今朝";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02979";"02540B";"②朝";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02980";"02541A";"母の母、母方の祖母";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02981";"02542A";"娯楽、楽しみ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02982";"02543A";"楽しい、うれしい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02983";"02544A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02984";"02545A";"母国語";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02985";"02546A";"面白い、楽しい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02986";"02547A";"コケ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02987";"02548A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02988";"02549A";"①勇気";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02989";"02549B";"②気分";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02990";"02550A";"①～に向けて";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02991";"02550B";"②（時間）～の前";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02992";"02550C";"③～に対して";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02993";"02550D";"④～と戦って";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02994";"02550E";"⑤～に反して";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02995";"02550F";"⑥～に比べて";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02996";"02550G";"⑦～の報酬に";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02997";"02551A";"エンジン";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02998";"02552A";"逆の、正反対の、反対側の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02999";"02553A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03000";"02554A";"対抗、対立";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03001";"02555A";"①迎える、受け取る";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03002";"02555B";"②もらう、受ける";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03003";"02556A";"①可能な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03004";"02556B";"②あり得る";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03005";"02557A";"おそらく";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03006";"02558A";"機会";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03007";"02559A";"口、口腔、口元";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03008";"02560A";"①口頭の、口述の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03009";"02560B";"②話し言葉の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03010";"02561A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03011";"02562A";"博物館、 (kunst~)美術館";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03012";"02563A";"①音楽の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03013";"02563B";"②音楽的な、音のよい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03014";"02563C";"③音楽の才能がある";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03015";"02564A";"①音楽";"00006";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03016";"02564B";"②楽隊";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03017";"02565A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03018";"02566A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03019";"02567A";"①筋肉、筋力";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03020";"02567B";"②力";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03021";"02568A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03022";"02569A";"いっぱい、たくさんの、大量の";"00004";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03023";"02570A";"①軟らかい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03024";"02570B";"②柔軟性のなる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03025";"02570C";"③従順な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03026";"02570D";"④感情や生活の質に関する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03027";"02571A";"①成人の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03028";"02571B";"②権威のある";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03029";"02572A";"①権威、権限";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03030";"02572B";"②権威者";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03031";"02572C";"③（特に複数形で）官憲";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03032";"02573A";"①硬貨";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03033";"02573B";"②通貨";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03034";"02573C";"③硬貨の価値を表している面（kroneに対して）";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03035";"02574A";"（人を）殺害する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03036";"02575A";"家具";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03037";"02576A";"家具を備える";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03038";"02577A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03039";"02578A";"①暗い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03040";"02578B";"②濃い色の、黒ずんだ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03041";"02578C";"③低音の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03042";"02578D";"④絶望な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03043";"02578E";"⑤無知な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03044";"02579A";"極夜の時期";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03045";"02580A";"①会う";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03046";"02580B";"②集合する、待ち合わせる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03047";"02581A";"①会議、集会";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03048";"02581B";"②出会い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03049";"02582A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03050";"02583A";"①（互いに）会う";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03051";"02583B";"②合流する、接する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03052";"02584A";"å måtteの現在形";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03053";"02585A";"①計量法";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03054";"02585B";"②ゴール、的、目的";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03055";"02585C";"③言葉";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03056";"02585D";"④～事";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03057";"02585E";"⑤1000平米に相当する単位";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03058";"02586A";"①（量・長さなどを）測る";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03059";"02586B";"②～という大きさである";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03060";"02587A";"かなう";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03061";"02588A";"①食事、食事時間";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03062";"02588B";"②１食（分）";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03063";"02589A";"月";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03064";"02590A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03065";"02591A";"①手段、やり方、方法";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03066";"02591B";"②限り";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03067";"02592A";"①～する必要がある";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03068";"02592B";"②（義務・命令を表わして）～しなければならない、（否定文で禁止を表わして）～してはいけない";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03069";"02592C";"③～としか考えられない";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03070";"02593A";"①隣人";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03071";"02593B";"②隣国";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03072";"02594A";"近所";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03073";"02595A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03074";"02596A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03075";"02597A";"ドラッグ、薬物";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03076";"02598A";"騙す、欺く";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03077";"02599A";"①国内の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03078";"02599B";"②全国的な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03079";"02599C";"③一国を象徴する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03080";"02599D";"④愛国的な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03081";"02600A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03082";"02601A";"①国籍";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03083";"02601B";"②国民";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03084";"02602A";"国立公園";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03085";"02603A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03086";"02604A";"夜、深夜";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03087";"02605A";"①自然、自然界";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
